2026/08/04 14:23:22.854, 0, 0
2026/08/04 14:23:23.357, 0, 0
2026/08/04 14:23:23.865, 0, 0
2026/08/04 14:23:24.366, 0, 0
2026/08/04 14:23:24.868, 0, 0
2026/08/04 14:23:25.370, 0, 0
2026/08/04 14:23:25.872, 0, 0
2026/08/04 14:23:26.374, 0, 0
2026/08/04 14:23:26.877, 0, 0
2026/08/04 14:23:27.379, 0, 0
2026/08/04 14:23:27.882, 0, 0
2026/08/04 14:23:28.384, 0, 0
2026/08/04 14:23:28.886, 0, 0
2026/08/04 14:23:29.388, 0, 0
2026/08/04 14:23:29.891, 0, 0
2026/08/04 14:23:30.393, 0, 0
2026/08/04 14:23:30.894, 0, 0
2026/08/04 14:23:31.396, 0, 0
2026/08/04 14:23:31.897, 0, 0
2026/08/04 14:23:32.399, 0, 0
2026/08/04 14:23:32.902, 0, 0
2026/08/04 14:23:33.405, 0, 0
2026/08/04 14:23:33.908, 0, 0
2026/08/04 14:23:34.411, 0, 0
2026/08/04 14:23:34.914, 0, 0
2026/08/04 14:23:35.428, 0, 0
2026/08/04 14:23:35.944, 0, 0
2026/08/04 14:23:36.458, 0, 0
2026/08/04 14:23:36.971, 0, 0
2026/08/04 14:23:37.483, 0, 0
2026/08/04 14:23:37.995, 0, 0
2026/08/04 14:23:38.505, 0, 0
2026/08/04 14:23:39.016, 13, 0
2026/08/04 14:23:39.525, 289, 0
2026/08/04 14:23:40.034, 3909, 47
2026/08/04 14:23:40.543, 5933, 0
2026/08/04 14:23:41.060, 6929, 98
2026/08/04 14:23:41.592, 7599, 88
2026/08/04 14:23:42.099, 7599, 96
2026/08/04 14:23:42.606, 7599, 97
2026/08/04 14:23:43.112, 7599, 91
2026/08/04 14:23:43.618, 7599, 89
2026/08/04 14:23:44.123, 7599, 87
2026/08/04 14:23:44.652, 7599, 90
2026/08/04 14:23:45.158, 7599, 61
2026/08/04 14:23:45.663, 7599, 67
2026/08/04 14:23:46.168, 7599, 0
2026/08/04 14:23:46.672, 7599, 0
2026/08/04 14:23:47.176, 7599, 0
2026/08/04 14:23:47.679, 7599, 0
2026/08/04 14:23:48.184, 7599, 0
2026/08/04 14:23:48.686, 7599, 0
2026/08/04 14:23:49.187, 7599, 0
2026/08/04 14:23:49.688, 7599, 0
